"TLID","lat","lon","N","P","K","TY","Treatment","var","SoilType"
"169",9.512285757,7.768263373,62,14,27,2347,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"169",9.512285757,7.768263373,67,20,0,2906,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"167",9.473274256,7.751430672,46,0,0,1228,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"167",9.473274256,7.751430672,68,10,19,3680,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"167",9.473274256,7.751430672,62,14,27,3637,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"167",9.473274256,7.751430672,67,20,0,3270,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"157",9.503077201,7.691820793,46,0,0,2054,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"157",9.503077201,7.691820793,68,10,19,3745,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"157",9.503077201,7.691820793,62,14,27,3658,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"157",9.503077201,7.691820793,67,20,0,4001,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"160",9.502273538,7.698208786,46,0,0,1563,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"160",9.502273538,7.698208786,68,10,19,3000,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"160",9.502273538,7.698208786,62,14,27,2994,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"160",9.502273538,7.698208786,67,20,0,2880,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"159",9.555393896,7.698203427,46,0,0,4372,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"159",9.555393896,7.698203427,68,10,19,4322,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"159",9.555393896,7.698203427,62,14,27,6031,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"159",9.555393896,7.698203427,67,20,0,5389,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"161",9.555901932,7.702012613,46,0,0,3732,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"161",9.555901932,7.702012613,68,10,19,4791,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"161",9.555901932,7.702012613,62,14,27,5121,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"161",9.555901932,7.702012613,67,20,0,5042,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"163",9.55397429,7.705465359,46,0,0,1804,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"163",9.55397429,7.705465359,68,10,19,2662,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"163",9.55397429,7.705465359,62,14,27,3033,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"163",9.55397429,7.705465359,67,20,0,3058,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"162",9.557817707,7.703777098,46,0,0,3034,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"162",9.557817707,7.703777098,68,10,19,4783,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"162",9.557817707,7.703777098,62,14,27,5934,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"162",9.557817707,7.703777098,67,20,0,6555,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"164",9.528404464,7.734935017,46,0,0,2615,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"164",9.528404464,7.734935017,68,10,19,5529,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"164",9.528404464,7.734935017,62,14,27,5031,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"164",9.528404464,7.734935017,67,20,0,4966,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"165",9.539004565,7.745861272,46,0,0,1468,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"165",9.539004565,7.745861272,68,10,19,2138,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"165",9.539004565,7.745861272,62,14,27,2537,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"165",9.539004565,7.745861272,67,20,0,2640,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"166",9.542353798,7.746155372,68,10,19,1882,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"166",9.542353798,7.746155372,62,14,27,1714,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"166",9.542353798,7.746155372,67,20,0,1932,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"148",9.501326274,7.630126628,46,0,0,1578,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"148",9.501326274,7.630126628,68,10,19,2827,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"148",9.501326274,7.630126628,62,14,27,2826,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"148",9.501326274,7.630126628,67,20,0,2825,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"149",9.506664852,7.630154711,46,0,0,4892,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"149",9.506664852,7.630154711,68,10,19,6886,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"149",9.506664852,7.630154711,62,14,27,6629,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"149",9.506664852,7.630154711,67,20,0,7121,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"147",9.506843604,7.630069302,46,0,0,1975,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"147",9.506843604,7.630069302,68,10,19,2889,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"147",9.506843604,7.630069302,62,14,27,3128,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"147",9.506843604,7.630069302,67,20,0,2991,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"136",9.521775592,7.555774591,46,0,0,3940,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"136",9.521775592,7.555774591,68,10,19,6429,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"136",9.521775592,7.555774591,62,14,27,6323,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"136",9.521775592,7.555774591,67,20,0,6747,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"137",9.544978216,7.563742399,46,0,0,2387,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"137",9.544978216,7.563742399,68,10,19,2991,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"137",9.544978216,7.563742399,62,14,27,3140,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"137",9.544978216,7.563742399,67,20,0,3106,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"140",9.528613061,7.572537447,46,0,0,3007,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"140",9.528613061,7.572537447,68,10,19,3432,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"140",9.528613061,7.572537447,62,14,27,3299,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"140",9.528613061,7.572537447,67,20,0,3406,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"135",9.524223947,7.547441478,46,0,0,2677,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"135",9.524223947,7.547441478,68,10,19,2953,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"135",9.524223947,7.547441478,62,14,27,2904,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"135",9.524223947,7.547441478,67,20,0,3093,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"139",9.52915491,7.56681991,46,0,0,2670,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"139",9.52915491,7.56681991,68,10,19,3083,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"139",9.52915491,7.56681991,62,14,27,2973,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"139",9.52915491,7.56681991,67,20,0,3048,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"138",9.53634109,7.564710937,46,0,0,2932,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"138",9.53634109,7.564710937,68,10,19,2842,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"138",9.53634109,7.564710937,62,14,27,3000,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"138",9.53634109,7.564710937,67,20,0,2870,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"134",9.525409752,7.543636465,46,0,0,1813,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"134",9.525409752,7.543636465,68,10,19,2604,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"134",9.525409752,7.543636465,62,14,27,2719,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"134",9.525409752,7.543636465,67,20,0,2808,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"199",11.09714556,8.245082208,46,0,0,2336,"N46,P0,K0","Sammaz 15","Sandy Loam"
"199",11.09714556,8.245082208,68,10,19,6734,"N68,P10,K19","Sammaz 15","Sandy Loam"
"199",11.09714556,8.245082208,62,14,27,5938,"N62,P14,K27","Sammaz 15","Sandy Loam"
"199",11.09714556,8.245082208,67,20,0,5716,"N67,P20,K0","Sammaz 15","Sandy Loam"
"200",11.07277602,8.245730024,46,0,0,2374,"N46,P0,K0","Sammaz 15","Sandy Loam"
"200",11.07277602,8.245730024,68,10,19,5502,"N68,P10,K19","Sammaz 15","Sandy Loam"
"200",11.07277602,8.245730024,62,14,27,4594,"N62,P14,K27","Sammaz 15","Sandy Loam"
"200",11.07277602,8.245730024,67,20,0,5723,"N67,P20,K0","Sammaz 15","Sandy Loam"
"75",10.24443143,5.975544687,46,0,0,3294,"N46,P0,K0","Sammaz 15","Sandy Loam"
"75",10.24443143,5.975544687,68,10,19,5613,"N68,P10,K19","Sammaz 15","Sandy Loam"
"75",10.24443143,5.975544687,62,14,27,6856,"N62,P14,K27","Sammaz 15","Sandy Loam"
"75",10.24443143,5.975544687,67,20,0,6433,"N67,P20,K0","Sammaz 15","Sandy Loam"
"314",8.380477279,9.139171876,46,0,0,1528,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"314",8.380477279,9.139171876,68,10,19,4453,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"314",8.380477279,9.139171876,62,14,27,4638,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"314",8.380477279,9.139171876,67,20,0,3626,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"310",8.377657364,9.127879422,46,0,0,930,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"310",8.377657364,9.127879422,68,10,19,3589,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"310",8.377657364,9.127879422,62,14,27,3771,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"310",8.377657364,9.127879422,67,20,0,3098,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"309",8.378537263,9.124018975,46,0,0,2818,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"309",8.378537263,9.124018975,68,10,19,4745,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"309",8.378537263,9.124018975,62,14,27,4171,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"309",8.378537263,9.124018975,67,20,0,4139,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"312",8.365715029,9.134263174,46,0,0,1303,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"312",8.365715029,9.134263174,68,10,19,5643,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"312",8.365715029,9.134263174,62,14,27,7451,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"312",8.365715029,9.134263174,67,20,0,6195,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"316",8.380687872,9.145082803,46,0,0,1587,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"316",8.380687872,9.145082803,68,10,19,6891,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"316",8.380687872,9.145082803,62,14,27,7499,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"316",8.380687872,9.145082803,67,20,0,6209,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"313",8.358841092,9.135365684,46,0,0,3209,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"313",8.358841092,9.135365684,68,10,19,7118,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"313",8.358841092,9.135365684,62,14,27,7519,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"313",8.358841092,9.135365684,67,20,0,6253,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"315",8.379905686,9.141295367,46,0,0,1840,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"315",8.379905686,9.141295367,68,10,19,6676,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"315",8.379905686,9.141295367,62,14,27,7532,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"315",8.379905686,9.141295367,67,20,0,6387,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"311",8.361028798,9.130596772,46,0,0,2150,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"311",8.361028798,9.130596772,68,10,19,6519,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"311",8.361028798,9.130596772,62,14,27,7478,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"311",8.361028798,9.130596772,67,20,0,6805,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"317",8.408543737,9.164750132,46,0,0,3814,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"317",8.408543737,9.164750132,68,10,19,3631,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"317",8.408543737,9.164750132,62,14,27,4555,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"317",8.408543737,9.164750132,67,20,0,3760,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"155",8.793424059,7.66976532,46,0,0,1863,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"155",8.793424059,7.66976532,68,10,19,3098,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"155",8.793424059,7.66976532,62,14,27,2420,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"155",8.793424059,7.66976532,67,20,0,2114,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"224",8.959075596,8.364248917,46,0,0,2640,"N46,P0,K0","Sammaz 15","Sandy Loam"
"224",8.959075596,8.364248917,68,10,19,4095,"N68,P10,K19","Sammaz 15","Sandy Loam"
"224",8.959075596,8.364248917,62,14,27,4599,"N62,P14,K27","Sammaz 15","Sandy Loam"
"224",8.959075596,8.364248917,67,20,0,4392,"N67,P20,K0","Sammaz 15","Sandy Loam"
"231",9.030520546,8.39222327,46,0,0,1022,"N46,P0,K0","Sammaz 15","Sandy Loam"
"231",9.030520546,8.39222327,68,10,19,3229,"N68,P10,K19","Sammaz 15","Sandy Loam"
"231",9.030520546,8.39222327,62,14,27,2363,"N62,P14,K27","Sammaz 15","Sandy Loam"
"231",9.030520546,8.39222327,67,20,0,2324,"N67,P20,K0","Sammaz 15","Sandy Loam"
"227",9.000553126,8.372016778,46,0,0,1012,"N46,P0,K0","Sammaz 15","Sandy Loam"
"227",9.000553126,8.372016778,68,10,19,2644,"N68,P10,K19","Sammaz 15","Sandy Loam"
"227",9.000553126,8.372016778,62,14,27,3135,"N62,P14,K27","Sammaz 15","Sandy Loam"
"227",9.000553126,8.372016778,67,20,0,3028,"N67,P20,K0","Sammaz 15","Sandy Loam"
"226",9.000378049,8.371864548,46,0,0,2281,"N46,P0,K0","Sammaz 15","Sandy Loam"
"226",9.000378049,8.371864548,68,10,19,3453,"N68,P10,K19","Sammaz 15","Sandy Loam"
"226",9.000378049,8.371864548,62,14,27,5757,"N62,P14,K27","Sammaz 15","Sandy Loam"
"226",9.000378049,8.371864548,67,20,0,5881,"N67,P20,K0","Sammaz 15","Sandy Loam"
"223",9.025289376,8.359676638,46,0,0,918,"N46,P0,K0","Sammaz 15","Sandy Loam"
"223",9.025289376,8.359676638,68,10,19,1671,"N68,P10,K19","Sammaz 15","Sandy Loam"
"223",9.025289376,8.359676638,62,14,27,1620,"N62,P14,K27","Sammaz 15","Sandy Loam"
"223",9.025289376,8.359676638,67,20,0,1607,"N67,P20,K0","Sammaz 15","Sandy Loam"
"222",9.019978909,8.35914731,46,0,0,1506,"N46,P0,K0","Sammaz 15","Sandy Loam"
"222",9.019978909,8.35914731,68,10,19,2845,"N68,P10,K19","Sammaz 15","Sandy Loam"
"222",9.019978909,8.35914731,62,14,27,2942,"N62,P14,K27","Sammaz 15","Sandy Loam"
"222",9.019978909,8.35914731,67,20,0,4078,"N67,P20,K0","Sammaz 15","Sandy Loam"
"221",9.02354858,8.354891561,46,0,0,997,"N46,P0,K0","Sammaz 15","Sandy Loam"
"221",9.02354858,8.354891561,68,10,19,3003,"N68,P10,K19","Sammaz 15","Sandy Loam"
"221",9.02354858,8.354891561,62,14,27,2871,"N62,P14,K27","Sammaz 15","Sandy Loam"
"221",9.02354858,8.354891561,67,20,0,3533,"N67,P20,K0","Sammaz 15","Sandy Loam"
"234",8.977343597,8.419607479,46,0,0,3608,"N46,P0,K0","Sammaz 15","Sandy Loam"
"234",8.977343597,8.419607479,68,10,19,5146,"N68,P10,K19","Sammaz 15","Sandy Loam"
"234",8.977343597,8.419607479,62,14,27,8444,"N62,P14,K27","Sammaz 15","Sandy Loam"
"234",8.977343597,8.419607479,67,20,0,6730,"N67,P20,K0","Sammaz 15","Sandy Loam"
"308",8.379296033,9.11769194,46,0,0,2119,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"308",8.379296033,9.11769194,68,10,19,4837,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"308",8.379296033,9.11769194,62,14,27,5671,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"308",8.379296033,9.11769194,67,20,0,5900,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"233",8.975554844,8.419203683,46,0,0,1429,"N46,P0,K0","Sammaz 15","Sandy Loam"
"233",8.975554844,8.419203683,68,10,19,1874,"N68,P10,K19","Sammaz 15","Sandy Loam"
"233",8.975554844,8.419203683,62,14,27,1986,"N62,P14,K27","Sammaz 15","Sandy Loam"
"233",8.975554844,8.419203683,67,20,0,2673,"N67,P20,K0","Sammaz 15","Sandy Loam"
"225",8.989424628,8.367933408,46,0,0,1655,"N46,P0,K0","Sammaz 15","Sandy Loam"
"225",8.989424628,8.367933408,68,10,19,3016,"N68,P10,K19","Sammaz 15","Sandy Loam"
"225",8.989424628,8.367933408,62,14,27,3854,"N62,P14,K27","Sammaz 15","Sandy Loam"
"225",8.989424628,8.367933408,67,20,0,4736,"N67,P20,K0","Sammaz 15","Sandy Loam"
"278",8.367178057,8.78429136,46,0,0,2537,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"278",8.367178057,8.78429136,68,10,19,5106,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"278",8.367178057,8.78429136,62,14,27,4183,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"278",8.367178057,8.78429136,67,20,0,5150,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"228",9.006531673,8.373850333,46,0,0,1135,"N46,P0,K0","Sammaz 15","Sandy Loam"
"228",9.006531673,8.373850333,68,10,19,3186,"N68,P10,K19","Sammaz 15","Sandy Loam"
"228",9.006531673,8.373850333,62,14,27,4361,"N62,P14,K27","Sammaz 15","Sandy Loam"
"228",9.006531673,8.373850333,67,20,0,5027,"N67,P20,K0","Sammaz 15","Sandy Loam"
"154",8.786800779,7.666321112,46,0,0,1124,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"154",8.786800779,7.666321112,68,10,19,5303,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"154",8.786800779,7.666321112,62,14,27,3030,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"154",8.786800779,7.666321112,67,20,0,4828,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"158",8.81047296,7.693254598,46,0,0,3066,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"158",8.81047296,7.693254598,68,10,19,4245,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"158",8.81047296,7.693254598,62,14,27,3627,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"158",8.81047296,7.693254598,67,20,0,2828,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"156",8.786380462,7.672785093,46,0,0,1787,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"156",8.786380462,7.672785093,68,10,19,1764,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"156",8.786380462,7.672785093,62,14,27,1901,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"156",8.786380462,7.672785093,67,20,0,2187,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"153",8.784161182,7.66620328,46,0,0,2281,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"153",8.784161182,7.66620328,68,10,19,4097,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"153",8.784161182,7.66620328,62,14,27,4586,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"153",8.784161182,7.66620328,67,20,0,4340,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"99",10.0429033,6.1088633,46,0,0,1832,"N46,P0,K0","Sammaz 15","Loam"
"99",10.0429033,6.1088633,68,10,19,3727,"N68,P10,K19","Sammaz 15","Loam"
"99",10.0429033,6.1088633,62,14,27,3533,"N62,P14,K27","Sammaz 15","Loam"
"99",10.0429033,6.1088633,67,20,0,4164,"N67,P20,K0","Sammaz 15","Loam"
"142",8.820488176,7.621307653,46,0,0,10138,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"142",8.820488176,7.621307653,68,10,19,10808,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"142",8.820488176,7.621307653,62,14,27,10132,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"142",8.820488176,7.621307653,67,20,0,9044,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"141",8.821911317,7.617127531,46,0,0,4924,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"141",8.821911317,7.617127531,68,10,19,6306,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"141",8.821911317,7.617127531,62,14,27,5147,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"141",8.821911317,7.617127531,67,20,0,8025,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"146",8.823527168,7.628224404,46,0,0,2968,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"146",8.823527168,7.628224404,68,10,19,4584,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"146",8.823527168,7.628224404,62,14,27,3641,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"146",8.823527168,7.628224404,67,20,0,2598,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"151",8.79581593,7.640044457,46,0,0,4737,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"151",8.79581593,7.640044457,68,10,19,4673,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"151",8.79581593,7.640044457,62,14,27,3840,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"151",8.79581593,7.640044457,67,20,0,5189,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"150",8.772002712,7.633797307,46,0,0,2690,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"150",8.772002712,7.633797307,68,10,19,4130,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"150",8.772002712,7.633797307,62,14,27,4460,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"150",8.772002712,7.633797307,67,20,0,4674,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"152",8.794146739,7.640310391,46,0,0,3923,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"152",8.794146739,7.640310391,68,10,19,4859,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"152",8.794146739,7.640310391,62,14,27,3843,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"152",8.794146739,7.640310391,67,20,0,4648,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"143",8.759991004,7.621616233,46,0,0,2947,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"143",8.759991004,7.621616233,68,10,19,3491,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"143",8.759991004,7.621616233,62,14,27,4763,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"143",8.759991004,7.621616233,67,20,0,5751,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"144",8.75948117,7.624190669,46,0,0,2703,"N46,P0,K0","Sammaz 15","Sandy Clay Loam"
"144",8.75948117,7.624190669,68,10,19,4369,"N68,P10,K19","Sammaz 15","Sandy Clay Loam"
"144",8.75948117,7.624190669,62,14,27,3712,"N62,P14,K27","Sammaz 15","Sandy Clay Loam"
"144",8.75948117,7.624190669,67,20,0,4588,"N67,P20,K0","Sammaz 15","Sandy Clay Loam"
"89",10.017965,6.07052,46,0,0,2817,"N46,P0,K0","Sammaz 15","Loam"
"89",10.017965,6.07052,68,10,19,3767,"N68,P10,K19","Sammaz 15","Loam"
"89",10.017965,6.07052,62,14,27,4951,"N62,P14,K27","Sammaz 15","Loam"
"89",10.017965,6.07052,67,20,0,5399,"N67,P20,K0","Sammaz 15","Loam"
"31",9.167729826,11.3928548,46,0,0,7794,"N46,P0,K0","Sammaz 15","Sandy Loam"
"31",9.167729826,11.3928548,68,10,19,8708,"N68,P10,K19","Sammaz 15","Sandy Loam"
"31",9.167729826,11.3928548,62,14,27,7254,"N62,P14,K27","Sammaz 15","Sandy Loam"
"31",9.167729826,11.3928548,67,20,0,7875,"N67,P20,K0","Sammaz 15","Sandy Loam"
"29",9.094405286,11.38523589,46,0,0,2051,"N46,P0,K0","Sammaz 15","Sandy Loam"
"29",9.094405286,11.38523589,68,10,19,3526,"N68,P10,K19","Sammaz 15","Sandy Loam"
"29",9.094405286,11.38523589,67,20,0,3707,"N67,P20,K0","Sammaz 15","Sandy Loam"
"30",9.092027252,11.38584464,46,0,0,2024,"N46,P0,K0","Sammaz 15","Sandy Loam"
"30",9.092027252,11.38584464,68,10,19,3472,"N68,P10,K19","Sammaz 15","Sandy Loam"
"30",9.092027252,11.38584464,62,14,27,3272,"N62,P14,K27","Sammaz 15","Sandy Loam"
"56",9.08680786,11.71102967,46,0,0,4877,"N46,P0,K0","Sammaz 15","Sandy Loam"
"56",9.08680786,11.71102967,68,10,19,6624,"N68,P10,K19","Sammaz 15","Sandy Loam"
"56",9.08680786,11.71102967,62,14,27,7150,"N62,P14,K27","Sammaz 15","Sandy Loam"
"56",9.08680786,11.71102967,67,20,0,7727,"N67,P20,K0","Sammaz 15","Sandy Loam"
"57",9.091958237,11.71465854,46,0,0,2202,"N46,P0,K0","Sammaz 15","Sandy Loam"
"57",9.091958237,11.71465854,68,10,19,3029,"N68,P10,K19","Sammaz 15","Sandy Loam"
"57",9.091958237,11.71465854,62,14,27,3327,"N62,P14,K27","Sammaz 15","Sandy Loam"
"57",9.091958237,11.71465854,67,20,0,3501,"N67,P20,K0","Sammaz 15","Sandy Loam"
"43",9.012671071,11.64075875,46,0,0,5820,"N46,P0,K0","Sammaz 15","Sandy Loam"
"43",9.012671071,11.64075875,68,10,19,6881,"N68,P10,K19","Sammaz 15","Sandy Loam"
"43",9.012671071,11.64075875,62,14,27,7202,"N62,P14,K27","Sammaz 15","Sandy Loam"
"51",9.018078487,11.69648879,46,0,0,902,"N46,P0,K0","Sammaz 15","Sandy Loam"
"51",9.018078487,11.69648879,68,10,19,3093,"N68,P10,K19","Sammaz 15","Sandy Loam"
