"TLID","lat","lon","N","P","K","TY","Treatment","var","SoilType"
"TMS_F23",11.68655,8.53336,120,22,42,3022.14616755793,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F23",11.68655,8.53336,120,22,42,1375.85636664304,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F24",11.67278,8.5426,120,22,42,925.669467787115,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F24",11.67278,8.5426,120,22,42,781.285403050109,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F25",11.75608,8.5414,120,22,42,4138.1379218354,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F25",11.75608,8.5414,120,22,42,6726.95694360219,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F26",11.67712,8.52781,120,22,42,4630.19188251432,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F26",11.67712,8.52781,120,22,42,3108.2847382659,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F27",11.67099,8.52986,120,22,42,3074.96110530593,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F27",11.67099,8.52986,120,22,42,2286.88960357806,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F28",11.68468,8.53477,120,22,42,6398.04825155869,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F28",11.68468,8.53477,120,22,42,4999.97221026039,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F29",11.43786,7.25665,120,22,42,5129.60030165913,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F29",11.43786,7.25665,120,22,42,5518.75746060698,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F30",11.43515,7.25239,120,22,42,5312.40584730212,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F30",11.43515,7.25239,120,22,42,4860.53670615004,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F30",11.435628,7.252622,120,22,42,4069.99428897773,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F30",11.435628,7.252622,120,22,42,3726.377198302,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F35",11.44089,7.26125,120,22,42,5680.00474584738,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F35",11.44089,7.26125,120,22,42,3449.65589616128,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F37",11.43465,7.25192,120,22,42,5097.56710451171,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F37",11.43465,7.25192,120,22,42,4710.52993232691,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F39",10.79184,8.58405,120,22,42,4103.59335038363,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F39",10.79184,8.58405,120,22,42,3448.89343563512,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F39",10.79174,8.58402,120,22,42,7981.28218243819,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F39",10.79174,8.58402,120,22,42,4981.04083977025,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F40",10.77884,8.60706,120,22,42,3568.37647058824,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F40",10.77884,8.60706,120,22,42,3937.20563928051,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F40",10.77896,8.60721,120,22,42,3463.16977522716,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F40",10.77896,8.60721,120,22,42,7131.52281473337,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F41",10.68866,8.62682,120,22,42,7123.03508376531,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F41",10.68866,8.62682,120,22,42,10470.5825080539,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F42",10.77831,8.60252,120,22,42,8664.51530936349,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F42",10.77831,8.60252,120,22,42,8926.72207463631,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F43",10.68406,8.62938,120,22,42,3690.33571703191,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F43",10.68406,8.62938,120,22,42,3492.15281989084,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F44",10.75062,8.58097,120,22,42,5008.47274689692,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F44",10.75062,8.58097,120,22,42,4937.03211139528,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F45",10.7503,8.58041,120,22,42,4422.32340634999,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F45",10.7503,8.58041,120,22,42,5184.42860499726,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F46",10.6759,8.63299,120,22,42,1916.2011431879,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F46",10.6759,8.63299,120,22,42,2723.92156862745,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F46",10.67283,8.62854,120,22,42,6815.22781699346,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F46",10.67283,8.62854,120,22,42,7210.99607843137,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F47",10.77826,8.58441,120,22,42,6364.37572362278,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F47",10.77826,8.58441,120,22,42,6599.85804925261,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F47",10.77832,8.58362,120,22,42,3730.29647058824,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F47",10.77832,8.58362,120,22,42,3681.66336633663,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F48",10.74032,8.58389,120,22,42,5110.8451914099,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F48",10.74032,8.58389,120,22,42,5003.80333625988,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F49",10.68781,8.62577,120,22,42,5573.24287260917,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F49",10.68781,8.62577,120,22,42,5509.21083099907,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F50",10.72944,8.57747,120,22,42,4031.60493827161,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F50",10.72944,8.57747,120,22,42,2937.31365205258,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F51",10.73025,8.57735,120,22,42,4537.16648463099,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F51",10.73025,8.57735,120,22,42,6598.40830449827,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F52",11.63346,7.18204,120,22,42,2201.3419552218,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F52",11.63346,7.18204,120,22,42,2103.71040723982,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F53",11.65778,7.15811,120,22,42,5092.11328976035,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F53",11.65778,7.15811,120,22,42,3056.3422459893,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F54",11.6392,7.15978,120,22,42,3754.42094284522,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F54",11.6392,7.15978,120,22,42,3164.18677986659,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F55",11.57416,7.09071,120,22,42,3699.20528211285,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F55",11.57416,7.09071,120,22,42,1947.6733977173,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F56",11.64533,7.14161,120,22,42,4648.56898395722,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F56",11.64533,7.14161,120,22,42,5503.57967269595,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F57",11.62195,7.11551,120,22,42,3727.35447430001,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F57",11.62195,7.11551,120,22,42,2583.60985419809,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F58",11.62875,7.13451,120,22,42,4655.8431372549,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F58",11.62875,7.13451,120,22,42,2232.45648821326,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F59",11.63299,7.17642,120,22,42,6176.88933200399,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F59",11.63299,7.17642,120,22,42,4398.81776239908,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F60",11.37662,7.33746,100,30,60,4296.55462184874,"N100,P30,K60","Hybrid","Sandy Loam"
"TMS_F60",11.37662,7.33746,120,22,42,3052.97044190811,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F61",11.38078,7.33749,120,22,42,3845.58304005363,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F61",11.38078,7.33749,120,22,42,3624.53406780772,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F62",11.4732,7.31351,120,22,42,5249.69810146281,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F62",11.4732,7.31351,120,22,42,5597.03417979214,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F63",11.5069,7.35738,120,22,42,3238.97866839043,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F63",11.5069,7.35738,120,22,42,4637.09466911765,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F64",11.47186,7.32028,120,22,42,3790.59043430456,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F64",11.47186,7.32028,120,22,42,2317.11675579323,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F65",11.50024,7.3361,120,22,42,5456.89893914015,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F65",11.50024,7.3361,120,22,42,4827.48489666137,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F66",11.5002,7.33571,120,22,42,4392.49932644814,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F66",11.5002,7.33571,120,22,42,4896.78804855276,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F67",11.5079,7.34541,120,22,42,5871.80404848023,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F67",11.5079,7.34541,120,22,42,3322.96501345636,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F68",11.47598,7.28875,120,22,42,2160.67427568042,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F68",11.47598,7.28875,120,22,42,2248.68347338936,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F69",11.54052,7.28199,120,22,42,1827.26290516206,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F69",11.54052,7.28199,120,22,42,2096.09997845292,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F70",11.53497,7.28632,120,22,42,5429.25490196079,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F70",11.53497,7.28632,120,22,42,5186.47430788033,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F71",11.38209,7.33895,120,22,42,2440.55068836045,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F71",11.38209,7.33895,120,22,42,2354.34352540505,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F72",11.48173,7.32072,120,22,42,3684.90212019767,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F72",11.48173,7.32072,120,22,42,6666.88941176471,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F73",11.55008,7.27764,120,22,42,5874.42649290369,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F73",11.55008,7.27764,120,22,42,8083.3760060498,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F74",11.38229,7.34009,120,22,42,6819.64974671767,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F74",11.38229,7.34009,120,22,42,5368.47184313725,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F75",11.48156,7.30753,120,22,42,2828.64516129032,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F75",11.48156,7.30753,120,22,42,5777.66725118231,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F76",11.54201,7.27891,120,22,42,1450.23816355811,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F76",11.54201,7.27891,120,22,42,2765.63725490196,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F77",11.24248,7.29168,120,22,42,6835.7100415924,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F77",11.24248,7.29168,120,22,42,6597.45736434109,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F78",11.29636,7.40918,120,22,42,4118.43137254902,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F78",11.29636,7.40918,120,22,42,2726.70588235294,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F79",11.24194,7.29623,120,22,42,4814.40826330532,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F79",11.24194,7.29623,120,22,42,6403.67994939911,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F80",11.28899,7.41883,120,22,42,4417.8425245098,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F80",11.28899,7.41883,120,22,42,4282.18698752228,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F81",11.24581,7.27914,120,22,42,3301.34324045408,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F81",11.24581,7.27914,120,22,42,3420.94117647059,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F82",11.33448,7.38633,120,22,42,5339.25381263617,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F82",11.33448,7.38633,120,22,42,4807.88838612368,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F83",11.25114,7.26777,120,22,42,4599.9807486631,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F83",11.25114,7.26777,120,22,42,4451.36036550543,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F84",11.13942,8.23532,120,22,42,2094.4329588015,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F85",11.14053,8.23195,120,22,42,5403.77235772358,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F85",11.14053,8.23195,120,22,42,5497.72938182907,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F86",11.14099,8.23207,120,22,42,6603.26320309146,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F86",11.14099,8.23207,120,22,42,5690.89705882353,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F87",11.14018,8.23509,120,22,42,8757.09352672576,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F87",11.14018,8.23509,120,22,42,6529.18923848609,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F88",11.19444,8.14108,120,22,42,6269.512624699,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F88",11.19444,8.14108,120,22,42,4827.08126142075,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F89",11.14138,8.23223,120,22,42,7791.68517866228,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F89",11.14138,8.23223,120,22,42,6283.8768018623,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F90",11.13432,8.23279,120,22,42,6169.9360929557,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F90",11.13432,8.23279,120,22,42,4719.05882352941,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F91",11.14065,8.23433,120,22,42,4696.96256684492,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F91",11.14065,8.23433,120,22,42,3928.64915966387,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F92",11.14067,8.23935,120,22,42,1466.16822429907,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F92",11.14067,8.23935,120,22,42,1430.49425434662,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F93",11.12777,8.23931,120,22,42,4611.35615615616,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F93",11.12777,8.23931,120,22,42,5691.87516838797,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F94",11.12786,8.23937,120,22,42,4244.90677674579,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F94",11.12786,8.23937,120,22,42,3805.44266191325,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F95",11.13414,8.23159,120,22,42,5120.25026026379,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F95",11.13414,8.23159,120,22,42,5891.46098664606,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F96",11.13327,8.23771,120,22,42,4233.89338235294,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F96",11.13327,8.23771,120,22,42,5292.25689116226,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F97",11.12484,8.23495,120,22,42,3169.41176470588,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F97",11.12484,8.23495,120,22,42,3797.78852180141,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F97",11.12285,8.23421,120,22,42,3833.43361842166,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F97",11.12285,8.23421,120,22,42,9067.24864352769,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F98",11.12727,8.23678,120,22,42,5781.11805273834,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F99",11.12727,8.23678,120,22,42,4903.89140271493,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F100",11.12717,8.23679,120,22,42,5236.26228847704,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F100",11.12717,8.23679,120,22,42,4405.82407711688,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F101",10.59355,8.18953,120,22,42,6407.91309443318,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F101",10.59355,8.18953,120,22,42,4761.53362502026,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F102",10.56473,8.18058,120,22,42,2787.2031372549,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F102",10.56473,8.18058,120,22,42,3481.70385395538,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F103",10.56343,8.18741,120,22,42,3664.25616118007,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F103",10.56343,8.18741,120,22,42,4347.45297610138,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F104",10.54874,8.13038,120,22,42,2776.30294117647,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F104",10.54874,8.13038,120,22,42,1800.97363083164,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F105",10.57152,8.17729,120,22,42,6593.35734293718,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F105",10.57152,8.17729,120,22,42,5722.22828204129,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F107",10.52754,8.50865,120,22,42,3366.41604010025,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F107",10.52754,8.50865,120,22,42,3522.22222222222,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F107",10.52715,8.508783,120,22,42,8290.76693968727,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F107",10.52715,8.508783,120,22,42,6513.48148148148,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F108",10.50395,8.52375,120,22,42,8865.48890183136,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F108",10.50395,8.52375,120,22,42,8446.64413181003,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F113",10.4875,8.545867,120,22,42,7595.23381343384,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F113",10.4875,8.545867,120,22,42,6196.15660209665,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F114",10.50803,8.52864,120,22,42,3283.8431372549,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F114",10.50803,8.52864,120,22,42,4185.26797385621,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F115",10.50272,8.50559,120,22,42,6861.55748194015,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F115",10.50272,8.50559,120,22,42,4158.47159376571,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F117",11.3934,7.90139,120,22,42,4110.79690591833,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F117",11.3934,7.90139,120,22,42,3916.86440502127,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F118",11.3862,7.9185,120,22,42,2604.87509936407,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F118",11.3862,7.9185,120,22,42,5311.9752545297,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F119",11.31616,7.96033,120,22,42,4151.25580554803,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F119",11.31616,7.96033,120,22,42,4535.87301587302,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F120",11.31147,7.98358,120,22,42,4093.91045653644,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F120",11.31147,7.98358,120,22,42,6211.62676698586,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F121",11.32,7.9956,120,22,42,10132.3128694861,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F121",11.32,7.9956,120,22,42,8361.79796635941,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F122",11.45278,7.92364,120,22,42,8357.98260168703,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F122",11.45278,7.92364,120,22,42,8049.79568622467,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F123",11.31994,7.99636,120,22,42,3610.72995816614,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F123",11.31994,7.99636,120,22,42,7379.57647058824,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F124",11.32039,7.98585,120,22,42,6518.27173347215,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F124",11.32039,7.98585,120,22,42,8018.33082745615,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F125",11.31644,7.96478,120,22,42,4956.19524405507,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F125",11.31644,7.96478,120,22,42,4198.37660981552,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F126",11.32161,7.95611,120,22,42,4304.46214316196,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F126",11.32161,7.95611,120,22,42,3842.98620188816,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F127",11.01584,7.89873,120,22,42,3004.96479021716,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F127",11.01584,7.89873,120,22,42,2935.92156862745,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F128",11.01435,7.89514,120,22,42,5590.69960784314,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F128",11.01435,7.89514,120,22,42,2222.08673250322,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F129",11.01717,7.87684,120,22,42,7435.03874948581,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F129",11.01717,7.87684,120,22,42,6007.20431566366,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F130",11.01071,7.90639,120,22,42,4096.14620217019,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F130",11.01071,7.90639,120,22,42,6235.42219823709,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F130",11.011,7.90709,120,22,42,6400.06535947712,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F130",11.011,7.90709,120,22,42,6686.20952380953,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F131",11.055,7.84558,120,22,42,4887.01985704738,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F131",11.055,7.84558,120,22,42,5213.48498592794,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F132",11.01925,7.87734,120,22,42,6342.74721780604,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F132",11.01925,7.87734,120,22,42,6485.17002417405,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F133",11.04658,7.87486,120,22,42,4106.10572182089,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F133",11.04658,7.87486,120,22,42,10551.669407548,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F134",11.0222,7.90644,120,22,42,3598.27941176471,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F134",11.0222,7.90644,120,22,42,4331.90994916485,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F135",11.0118,7.89551,120,22,42,5250.38431372549,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F135",11.0118,7.89551,120,22,42,4428.83137254902,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F136",11.0158,7.87852,120,22,42,6326.17135743186,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F136",11.0158,7.87852,120,22,42,4961.12044817927,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F137",11.015709,7.88112,120,22,42,6490.05356914008,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F137",11.015709,7.88112,120,22,42,5385.85603368864,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F138",11.05197,7.8528,120,22,42,6304.22721018232,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F138",11.05197,7.8528,120,22,42,7046.66666666667,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F139",11.01557,7.89849,120,22,42,4780.19268942145,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F139",11.01557,7.89849,120,22,42,5896.21972534332,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F140",11.00855,7.91857,120,22,42,2737.12235902113,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F140",11.00855,7.91857,120,22,42,2343.45465621741,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F141",11.01627,7.88098,120,22,42,3893.54538852578,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F141",11.01627,7.88098,120,22,42,5645.86809269162,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F142",11.23952,8.38178,120,22,42,6438.3739965785,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F142",11.23952,8.38178,120,22,42,5720.14035087719,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F143",11.26851,8.37706,120,22,42,4174.90639193531,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F143",11.26851,8.37706,120,22,42,5789.48416289593,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F144",11.24061,8.42099,120,22,42,7243.78947368421,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F144",11.24061,8.42099,120,22,42,5995.2348381213,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F145",11.2376,8.36558,120,22,42,6276.52608213097,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F146",11.23856,8.37008,120,22,42,2893.12484487466,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F146",11.23856,8.37008,120,22,42,3512.71347248577,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F147",11.24198,8.33391,120,22,42,5709.80392156863,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F147",11.24198,8.33391,120,22,42,5113.89119027893,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F148",11.25834,8.39448,120,22,42,3204.38568829594,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F148",11.25834,8.39448,120,22,42,4601.51633986928,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F149",11.22976,8.48014,120,22,42,3103.12648981161,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F149",11.22976,8.48014,120,22,42,4854.15370746,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F150",11.99703,8.29185,120,22,42,4399.19301053755,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F150",11.99703,8.29185,120,22,42,3376.92444444444,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F152",11.98762,8.30378,120,22,42,4760.14555732203,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F152",11.98762,8.30378,120,22,42,4520.96732026144,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F153",11.99441,8.30174,120,22,42,5614.72445820434,"N120,P22,K42","Hybrid","Sandy Loam"
